ID,Gene Symbol,Gene Title
218791_s_at,KATNBL1,katanin p80 subunit B-like 1
218792_s_at,BSPRY,B-box and SPRY domain containing
218793_s_at,SCML1,sex comb on midleg-like 1 (Drosophila)
218794_s_at,TXNL4B,thioredoxin-like 4B
218795_at,ACP6,"acid phosphatase 6, lysophosphatidic"
218796_at,FERMT1,fermitin family member 1
218797_s_at,SIRT7,sirtuin 7
218798_at,KRI1,KRI1 homolog (S. cerevisiae)
218799_at,GPN2,GPN-loop GTPase 2
218800_at,SRD5A3,steroid 5 alpha-reductase 3
218801_at,UGGT2,UDP-glucose glycoprotein glucosyltransferase 2
218802_at,CCDC109B,coiled-coil domain containing 109B
218803_at,CHFR,"checkpoint with forkhead and ring finger domains, E3 ubiquitin protein ligase"
218804_at,ANO1,"anoctamin 1, calcium activated chloride channel"
218805_at,GIMAP1-GIMAP5 /// GIMAP5,"GIMAP1-GIMAP5 readthrough /// GTPase, IMAP family member 5"
218806_s_at,VAV3,vav 3 guanine nucleotide exchange factor
218807_at,VAV3,vav 3 guanine nucleotide exchange factor
218808_at,DALRD3,DALR anticodon binding domain containing 3
218809_at,PANK2,pantothenate kinase 2
218810_at,MIR6732 /// ZC3H12A,microRNA 6732 /// zinc finger CCCH-type containing 12A
218811_at,ORAI2,ORAI calcium release-activated calcium modulator 2
218812_s_at,ORAI2,ORAI calcium release-activated calcium modulator 2
218813_s_at,SH3GLB2,SH3-domain GRB2-like endophilin B2
218814_s_at,TMEM206,transmembrane protein 206
218815_s_at,TMEM51,transmembrane protein 51
218816_at,LRRC1,leucine rich repeat containing 1
218817_at,SPCS3,signal peptidase complex subunit 3 homolog (S. cerevisiae)
218818_at,FHL3,four and a half LIM domains 3
218819_at,INTS6,integrator complex subunit 6
218820_at,C14orf132,chromosome 14 open reading frame 132
218821_at,LOC100652930 /// NPEPL1 /// STX16-NPEPL1,uncharacterized LOC100652930 /// aminopeptidase-like 1 /// STX16-NPEPL1 readthrough (NMD candidate)
218822_s_at,LOC100652930 /// NPEPL1 /// STX16-NPEPL1,uncharacterized LOC100652930 /// aminopeptidase-like 1 /// STX16-NPEPL1 readthrough (NMD candidate)
218823_s_at,KCTD9,potassium channel tetramerization domain containing 9
218824_at,PNMAL1,paraneoplastic Ma antigen family-like 1
218825_at,EGFL7,"EGF-like-domain, multiple 7"
218826_at,SLC35F2,"solute carrier family 35, member F2"
218827_s_at,CEP192,centrosomal protein 192kDa
218828_at,PLSCR3 /// TMEM256-PLSCR3,phospholipid scramblase 3 /// TMEM256-PLSCR3 readthrough (NMD candidate)
218829_s_at,CHD7,chromodomain helicase DNA binding protein 7
218830_at,RPL26L1,ribosomal protein L26-like 1
218831_s_at,FCGRT,"Fc fragment of IgG, receptor, transporter, alpha"
218832_x_at,ARRB1,"arrestin, beta 1"
218833_at,ZAK,sterile alpha motif and leucine zipper containing kinase AZK
218834_s_at,TMEM132A,transmembrane protein 132A
218835_at,SFTPA1 /// SFTPA2,surfactant protein A1 /// surfactant protein A2
218836_at,RPP21 /// TRIM39 /// TRIM39-RPP21,ribonuclease P/MRP 21kDa subunit /// tripartite motif containing 39 /// TRIM39-RPP21 readthrough
218837_s_at,UBE2D4,ubiquitin-conjugating enzyme E2D 4 (putative)
218838_s_at,TTC31,tetratricopeptide repeat domain 31
218839_at,HEY1,hes-related family bHLH transcription factor with YRPW motif 1
218840_s_at,NADSYN1,NAD synthetase 1
218841_at,ASB8,ankyrin repeat and SOCS box containing 8
218842_at,RPAP3,RNA polymerase II associated protein 3
218843_at,FNDC4,fibronectin type III domain containing 4
218844_at,ACSF2,acyl-CoA synthetase family member 2
218845_at,DUSP22,dual specificity phosphatase 22
218846_at,MED23,mediator complex subunit 23
218847_at,IGF2BP2,insulin-like growth factor 2 mRNA binding protein 2
218848_at,THOC6,THO complex 6 homolog (Drosophila)
218849_s_at,PPP1R13L,"protein phosphatase 1, regulatory subunit 13 like"
218850_s_at,LIMD1,LIM domains containing 1
218851_s_at,SFT2D3 /// WDR33,SFT2 domain containing 3 /// WD repeat domain 33
218852_at,PPP2R3C,"protein phosphatase 2, regulatory subunit B'', gamma"
218853_s_at,MOSPD1,motile sperm domain containing 1
218854_at,DSE,dermatan sulfate epimerase
218855_at,TPRA1,"transmembrane protein, adipocyte asscociated 1"
218856_at,TNFRSF21,"tumor necrosis factor receptor superfamily, member 21"
218857_s_at,ASRGL1,asparaginase like 1
218858_at,DEPTOR,DEP domain containing MTOR-interacting protein
218859_s_at,ESF1,"ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae)"
218860_at,NOC4L,nucleolar complex associated 4 homolog (S. cerevisiae)
218861_at,RNF25,ring finger protein 25
218862_at,ASB13,ankyrin repeat and SOCS box containing 13
218863_s_at,TNS1,tensin 1
218864_at,TNS1,tensin 1
218865_at,MARC1,mitochondrial amidoxime reducing component 1
218866_s_at,POLR3K,"polymerase (RNA) III (DNA directed) polypeptide K, 12.3 kDa"
218867_s_at,C12orf49,chromosome 12 open reading frame 49
218868_at,ACTR3B,ARP3 actin-related protein 3 homolog B (yeast)
218869_at,MLYCD,malonyl-CoA decarboxylase
218870_at,ARHGAP15 /// LOC101928361,Rho GTPase activating protein 15 /// uncharacterized LOC101928361
218871_x_at,CSGALNACT2,chondroitin sulfate N-acetylgalactosaminyltransferase 2
218872_at,TESC,tescalcin
218873_at,GON4L,gon-4-like (C. elegans)
218874_s_at,ATAT1,alpha tubulin acetyltransferase 1
218875_s_at,FBXO5,F-box protein 5
218876_at,TPPP3,tubulin polymerization-promoting protein family member 3
218877_s_at,TRMT11,tRNA methyltransferase 11 homolog (S. cerevisiae)
218878_s_at,SIRT1,sirtuin 1
218879_s_at,MTHFSD,methenyltetrahydrofolate synthetase domain containing
218880_at,FOSL2,FOS-like antigen 2
218881_s_at,FOSL2,FOS-like antigen 2
218882_s_at,WDR3,WD repeat domain 3
218883_s_at,CENPU,centromere protein U
218884_s_at,GUF1,GUF1 GTPase homolog (S. cerevisiae)
218885_s_at,GALNT12,polypeptide N-acetylgalactosaminyltransferase 12
218886_at,PAK1IP1,PAK1 interacting protein 1
218887_at,MRPL2,mitochondrial ribosomal protein L2
218888_s_at,NETO2,neuropilin (NRP) and tolloid (TLL)-like 2
218889_at,NOC3L,nucleolar complex associated 3 homolog (S. cerevisiae)
218890_x_at,MRPL35,mitochondrial ribosomal protein L35
218891_at,C10orf76,chromosome 10 open reading frame 76
218892_at,DCHS1,dachsous cadherin-related 1
218893_at,ISOC2,isochorismatase domain containing 2
218894_s_at,MAGOHB,mago-nashi homolog B (Drosophila)
218895_at,GPATCH3,G patch domain containing 3
218896_s_at,C17orf85,chromosome 17 open reading frame 85
218897_at,TMEM177,transmembrane protein 177
218898_at,FAM57A,"family with sequence similarity 57, member A"
218899_s_at,BAALC,"brain and acute leukemia, cytoplasmic"
218900_at,CNNM4,cyclin M4
218901_at,PLSCR4,phospholipid scramblase 4
218902_at,NOTCH1,notch 1
218903_s_at,NABP2,nucleic acid binding protein 2
218904_s_at,C9orf40,chromosome 9 open reading frame 40
218905_at,INTS8,integrator complex subunit 8
218906_x_at,KLC2,kinesin light chain 2
218907_s_at,LRRC61,leucine rich repeat containing 61
218908_at,ASPSCR1,"alveolar soft part sarcoma chromosome region, candidate 1"
218909_at,RPS6KC1,"ribosomal protein S6 kinase, 52kDa, polypeptide 1"
218910_at,ANO10,anoctamin 10
218911_at,YEATS4,YEATS domain containing 4
218912_at,GCC1,GRIP and coiled-coil domain containing 1
218913_s_at,GMIP,GEM interacting protein
218914_at,RRNAD1,ribosomal RNA adenine dimethylase domain containing 1
218915_at,NF2,neurofibromin 2 (merlin)
218916_at,ZNF747 /// ZNF768,zinc finger protein 747 /// zinc finger protein 768
218917_s_at,ARID1A,AT rich interactive domain 1A (SWI-like)
218918_at,MAN1C1,"mannosidase, alpha, class 1C, member 1"
218919_at,ZFAND1,"zinc finger, AN1-type domain 1"
218920_at,FAM193B,"family with sequence similarity 193, member B"
218921_at,SIGIRR,single immunoglobulin and toll-interleukin 1 receptor (TIR) domain
218922_s_at,CERS4,ceramide synthase 4
218923_at,CTBS,"chitobiase, di-N-acetyl-"
218924_s_at,CTBS,"chitobiase, di-N-acetyl-"
218925_s_at,C11orf1,chromosome 11 open reading frame 1
218926_at,MYNN,myoneurin
218927_s_at,CHST12,carbohydrate (chondroitin 4) sulfotransferase 12
218928_s_at,SLC37A1,"solute carrier family 37 (glucose-6-phosphate transporter), member 1"
218929_at,CDKN2AIP,CDKN2A interacting protein
218930_s_at,TMEM106B,transmembrane protein 106B
218931_at,RAB17,"RAB17, member RAS oncogene family"
218932_at,ZNHIT6,"zinc finger, HIT-type containing 6"
218933_at,SPATA5L1,spermatogenesis associated 5-like 1
218934_s_at,HSPB7,"heat shock 27kDa protein family, member 7 (cardiovascular)"
218935_at,EHD3,EH-domain containing 3
218936_s_at,CCDC59,coiled-coil domain containing 59
218937_at,ZSCAN32,zinc finger and SCAN domain containing 32
218938_at,FBXL15,F-box and leucine-rich repeat protein 15
218939_at,LETM1,leucine zipper-EF-hand containing transmembrane protein 1
218940_at,VCPKMT,valosin containing protein lysine (K) methyltransferase
218941_at,FBXW2,F-box and WD repeat domain containing 2
218942_at,PIP4K2C,"phosphatidylinositol-5-phosphate 4-kinase, type II, gamma"
218943_s_at,DDX58,DEAD (Asp-Glu-Ala-Asp) box polypeptide 58
218944_at,PYCRL,pyrroline-5-carboxylate reductase-like
218945_at,METTL22,methyltransferase like 22
218946_at,NFU1,NFU1 iron-sulfur cluster scaffold homolog (S. cerevisiae)
218947_s_at,MTPAP,mitochondrial poly(A) polymerase
218948_at,QRSL1,glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1
218949_s_at,QRSL1,glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1
218950_at,ARAP3,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3"
218951_s_at,PLCXD1,"phosphatidylinositol-specific phospholipase C, X domain containing 1"
218952_at,PCSK1N,proprotein convertase subtilisin/kexin type 1 inhibitor
218953_s_at,PCYOX1L,prenylcysteine oxidase 1 like
218954_s_at,BRF2,"BRF2, RNA polymerase III transcription initiation factor 50 kDa subunit"
218955_at,BRF2,"BRF2, RNA polymerase III transcription initiation factor 50 kDa subunit"
218956_s_at,ATP5J2-PTCD1 /// PTCD1,ATP5J2-PTCD1 readthrough /// pentatricopeptide repeat domain 1
218957_s_at,PAAF1,proteasomal ATPase-associated factor 1
218958_at,C19orf60,chromosome 19 open reading frame 60
218959_at,HOXC10,homeobox C10
218960_at,TMPRSS4,"transmembrane protease, serine 4"
218961_s_at,PNKP,polynucleotide kinase 3'-phosphatase
218962_s_at,TMEM168,transmembrane protein 168
218963_s_at,KRT23,keratin 23 (histone deacetylase inducible)
218964_at,ARID3B,AT rich interactive domain 3B (BRIGHT-like)
218965_s_at,TUT1,"terminal uridylyl transferase 1, U6 snRNA-specific"
218966_at,MYO5C,myosin VC
218967_s_at,PTER,phosphotriesterase related
218968_s_at,ZFP64,ZFP64 zinc finger protein
218969_at,PAM16,presequence translocase-associated motor 16 homolog (S. cerevisiae)
218970_s_at,CUTC,cutC copper transporter
218971_s_at,WDR91,WD repeat domain 91
218972_at,TTC17,tetratricopeptide repeat domain 17
218973_at,EFTUD1,elongation factor Tu GTP binding domain containing 1
218974_at,SOBP,sine oculis binding protein homolog (Drosophila)
218975_at,COL5A3,"collagen, type V, alpha 3"
218976_at,DNAJC12,"DnaJ (Hsp40) homolog, subfamily C, member 12"
218977_s_at,TRNAU1AP,tRNA selenocysteine 1 associated protein 1
218978_s_at,SLC25A37,"solute carrier family 25 (mitochondrial iron transporter), member 37"
218979_at,RMI1,RecQ mediated genome instability 1
218980_at,FHOD3,formin homology 2 domain containing 3
218981_at,ACN9,ACN9 homolog (S. cerevisiae)
218982_s_at,MRPS17,mitochondrial ribosomal protein S17
218983_at,C1RL,"complement component 1, r subcomponent-like"
218984_at,PUS7,pseudouridylate synthase 7 (putative)
218985_at,SLC2A8,"solute carrier family 2 (facilitated glucose transporter), member 8"
218986_s_at,DDX60,DEAD (Asp-Glu-Ala-Asp) box polypeptide 60
218987_at,ATF7IP,activating transcription factor 7 interacting protein
218988_at,SLC35E3,"solute carrier family 35, member E3"
218989_x_at,SLC30A5,"solute carrier family 30 (zinc transporter), member 5"
218990_s_at,SPRR3,small proline-rich protein 3
218991_at,HEATR6,HEAT repeat containing 6
218992_at,PLGRKT,"plasminogen receptor, C-terminal lysine transmembrane protein"
218993_at,RNMTL1,RNA methyltransferase like 1
218994_s_at,STAG3L4,stromal antigen 3-like 4 (pseudogene)
218995_s_at,EDN1,endothelin 1
218996_at,TFPT,TCF3 (E2A) fusion partner (in childhood Leukemia)
218997_at,POLR1E,"polymerase (RNA) I polypeptide E, 53kDa"
218998_at,FAM206A,"family with sequence similarity 206, member A"
218999_at,TMEM140,transmembrane protein 140
219000_s_at,DSCC1,DNA replication and sister chromatid cohesion 1
219001_s_at,DCAF10,DDB1 and CUL4 associated factor 10
219002_at,FASTKD1,FAST kinase domains 1
219003_s_at,MANEA,"mannosidase, endo-alpha"
219004_s_at,MIS18A,MIS18 kinetochore protein A
219005_at,TMEM59L,transmembrane protein 59-like
219006_at,NDUFAF4,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 4"
219007_at,NUP43,nucleoporin 43kDa
219008_at,C2orf43,chromosome 2 open reading frame 43
219009_at,C14orf93,chromosome 14 open reading frame 93
219010_at,C1orf106,chromosome 1 open reading frame 106
219011_at,PLEKHA4,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4"
219012_s_at,C11orf30,chromosome 11 open reading frame 30
219013_at,GALNT11,polypeptide N-acetylgalactosaminyltransferase 11
219014_at,PLAC8,placenta-specific 8
219015_s_at,ALG13,"ALG13, UDP-N-acetylglucosaminyltransferase subunit"
219016_at,FASTKD5,FAST kinase domains 5
219017_at,ETNK1,ethanolamine kinase 1
219018_s_at,CCDC85C,coiled-coil domain containing 85C
219019_at,PIDD1,p53-induced death domain protein 1
219020_at,HS1BP3,HCLS1 binding protein 3
219021_at,RNF121,ring finger protein 121
219022_at,C12orf43,chromosome 12 open reading frame 43
219023_at,AP1AR,adaptor-related protein complex 1 associated regulatory protein
219024_at,PLEKHA1,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1"
219025_at,CD248,"CD248 molecule, endosialin"
219026_s_at,RASAL2,RAS protein activator like 2
219027_s_at,MYO9A,myosin IXA
219028_at,HIPK2,homeodomain interacting protein kinase 2
219029_at,C5orf28,chromosome 5 open reading frame 28
219030_at,TPRKB,TP53RK binding protein
219031_s_at,NIP7,"NIP7, nucleolar pre-rRNA processing protein"
219032_x_at,OPN3,opsin 3
219033_at,PARP8,"poly (ADP-ribose) polymerase family, member 8"
219034_at,PARP16,"poly (ADP-ribose) polymerase family, member 16"
219035_s_at,RNF34,"ring finger protein 34, E3 ubiquitin protein ligase"
219036_at,CEP70,centrosomal protein 70kDa
219037_at,RRP15,ribosomal RNA processing 15 homolog (S. cerevisiae)
219038_at,MORC4,MORC family CW-type zinc finger 4
219039_at,SEMA4C,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C"
219040_at,CORO7,coronin 7
219041_s_at,REPIN1,replication initiator 1
219042_at,LZTS1,"leucine zipper, putative tumor suppressor 1"
219043_s_at,PDCL3 /// PDCL3P4,phosducin-like 3 /// phosducin-like 3 pseudogene 4
219044_at,THNSL2,threonine synthase-like 2 (S. cerevisiae)
219045_at,RHOF,ras homolog family member F (in filopodia)
219046_s_at,PKNOX2,PBX/knotted 1 homeobox 2
219047_s_at,ZNF668,zinc finger protein 668
219048_at,PIGN,"phosphatidylinositol glycan anchor biosynthesis, class N"
219049_at,CSGALNACT1,chondroitin sulfate N-acetylgalactosaminyltransferase 1
219050_s_at,ZNHIT2,"zinc finger, HIT-type containing 2"
219051_x_at,METRN,"meteorin, glial cell differentiation regulator"
219052_at,HPS6,Hermansky-Pudlak syndrome 6
219053_s_at,VPS37C,vacuolar protein sorting 37 homolog C (S. cerevisiae)
219054_at,NPR3,natriuretic peptide receptor 3
219055_at,SRBD1,S1 RNA binding domain 1
219056_at,RNASEH2B,"ribonuclease H2, subunit B"
219057_at,RABEP2,"rabaptin, RAB GTPase binding effector protein 2"
219058_x_at,TINAGL1,tubulointerstitial nephritis antigen-like 1
219059_s_at,LYVE1,lymphatic vessel endothelial hyaluronan receptor 1
219060_at,WDYHV1,WDYHV motif containing 1
219061_s_at,LAGE3,"L antigen family, member 3"
219062_s_at,ZCCHC2,"zinc finger, CCHC domain containing 2"
219063_at,C1orf35,chromosome 1 open reading frame 35
219064_at,ITIH5,"inter-alpha-trypsin inhibitor heavy chain family, member 5"
219065_s_at,DPY30 /// MEMO1,dpy-30 homolog (C. elegans) /// mediator of cell motility 1
219066_at,PPCDC,phosphopantothenoylcysteine decarboxylase
219067_s_at,NSMCE4A,non-SMC element 4 homolog A (S. cerevisiae)
219068_x_at,ATAD3A /// ATAD3B,"ATPase family, AAA domain containing 3A /// ATPase family, AAA domain containing 3B"
219069_at,ANKRD49,ankyrin repeat domain 49
219070_s_at,MOSPD3,motile sperm domain containing 3
219071_x_at,HGH1,HGH1 homolog (S. cerevisiae)
219072_at,BCL7C,B-cell CLL/lymphoma 7C
219073_s_at,OSBPL10,oxysterol binding protein-like 10
219074_at,TMEM184C,transmembrane protein 184C
219075_at,YIPF2,"Yip1 domain family, member 2"
219076_s_at,PXMP2,"peroxisomal membrane protein 2, 22kDa"
219077_s_at,WWOX,WW domain containing oxidoreductase
219078_at,GPATCH2,G patch domain containing 2
219079_at,CYB5R4,cytochrome b5 reductase 4
219080_s_at,CTPS2,CTP synthase 2
219081_at,ANKHD1 /// ANKHD1-EIF4EBP3,ankyrin repeat and KH domain containing 1 /// ANKHD1-EIF4EBP3 readthrough
219082_at,AMDHD2 /// CEMP1,amidohydrolase domain containing 2 /// cementum protein 1
219083_at,SHQ1,"SHQ1, H/ACA ribonucleoprotein assembly factor"
219084_at,NSD1,nuclear receptor binding SET domain protein 1
219085_s_at,GEMIN7,gem (nuclear organelle) associated protein 7
219086_at,ZNF839,zinc finger protein 839
219087_at,ASPN,asporin
219088_s_at,ZNF576,zinc finger protein 576
219089_s_at,ZNF576,zinc finger protein 576
219090_at,SLC24A3,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 3"
219091_s_at,MMRN2,multimerin 2
219092_s_at,IPPK,"inositol 1,3,4,5,6-pentakisphosphate 2-kinase"
219093_at,PID1,phosphotyrosine interaction domain containing 1
219094_at,ARMC8,armadillo repeat containing 8
219095_at,JMJD7-PLA2G4B /// PLA2G4B,"JMJD7-PLA2G4B readthrough /// phospholipase A2, group IVB (cytosolic)"
219096_at,ARMC7,armadillo repeat containing 7
219097_x_at,SMIM7,small integral membrane protein 7
219098_at,MYBBP1A,MYB binding protein (P160) 1a
219099_at,C12orf5,chromosome 12 open reading frame 5
219100_at,OBFC1,oligonucleotide/oligosaccharide-binding fold containing 1
219101_x_at,ABHD8,abhydrolase domain containing 8
219102_at,RCN3,"reticulocalbin 3, EF-hand calcium binding domain"
219103_at,ASAP3,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3"
219104_at,RNF141,ring finger protein 141
219105_x_at,ORC6,"origin recognition complex, subunit 6"
219106_s_at,KLHL41,kelch-like family member 41
219107_at,BCAN,brevican
219108_x_at,DDX27 /// SS18,"DEAD (Asp-Glu-Ala-Asp) box polypeptide 27 /// synovial sarcoma translocation, chromosome 18"
219109_at,SPAG16,sperm associated antigen 16
219110_at,GAR1,GAR1 ribonucleoprotein
219111_s_at,DDX54,DEAD (Asp-Glu-Ala-Asp) box polypeptide 54
219112_at,RAPGEF6,Rap guanine nucleotide exchange factor (GEF) 6
219113_x_at,HSD17B14,hydroxysteroid (17-beta) dehydrogenase 14
219114_at,C3orf18,chromosome 3 open reading frame 18
219115_s_at,IL20RA,"interleukin 20 receptor, alpha"
219116_s_at,DCUN1D2,"DCN1, defective in cullin neddylation 1, domain containing 2"
219117_s_at,FKBP11,"FK506 binding protein 11, 19 kDa"
219118_at,FKBP11,"FK506 binding protein 11, 19 kDa"
219119_at,LSM8,"LSM8 homolog, U6 small nuclear RNA associated (S. cerevisiae)"
219120_at,C2orf44,chromosome 2 open reading frame 44
219121_s_at,ESRP1,epithelial splicing regulatory protein 1
219122_s_at,THG1L,tRNA-histidine guanylyltransferase 1-like (S. cerevisiae)
219123_at,ZNF232,zinc finger protein 232
219124_at,TTI2,TELO2 interacting protein 2
219125_s_at,SLC50A1,"solute carrier family 50 (sugar efflux transporter), member 1"
219126_at,PHF10,PHD finger protein 10
219127_at,PRR15L,proline rich 15-like
219128_at,C2orf42,chromosome 2 open reading frame 42
219129_s_at,SAP30L,SAP30-like
219130_at,TRMT13,tRNA methyltransferase 13 homolog (S. cerevisiae)
219131_at,UBIAD1,UbiA prenyltransferase domain containing 1
219132_at,PELI2,pellino E3 ubiquitin protein ligase family member 2
219133_at,OXSM,"3-oxoacyl-ACP synthase, mitochondrial"
219134_at,ELTD1,"EGF, latrophilin and seven transmembrane domain containing 1"
219135_s_at,LMF1,lipase maturation factor 1
219136_s_at,LMF1,lipase maturation factor 1
219137_s_at,MFF,mitochondrial fission factor
219138_at,RPL14,ribosomal protein L14
219139_s_at,CROCCP3,"ciliary rootlet coiled-coil, rootletin pseudogene 3"
219140_s_at,RBP4,"retinol binding protein 4, plasma"
219141_s_at,AMBRA1,autophagy/beclin-1 regulator 1
219142_at,RASL11B,"RAS-like, family 11, member B"
219143_s_at,RPP25,ribonuclease P/MRP 25kDa subunit
219144_at,DUSP26,dual specificity phosphatase 26 (putative)
219145_at,LPHN1,latrophilin 1
219146_at,TEFM,"transcription elongation factor, mitochondrial"
219147_s_at,NMRK1,nicotinamide riboside kinase 1
219148_at,PBK,PDZ binding kinase
219149_x_at,DBR1,debranching RNA lariats 1
219150_s_at,ADAP1,ArfGAP with dual PH domains 1
219151_s_at,RABL2A /// RABL2B,"RAB, member of RAS oncogene family-like 2A /// RAB, member of RAS oncogene family-like 2B"
219152_at,PODXL2,podocalyxin-like 2
219153_s_at,THSD4,"thrombospondin, type I, domain containing 4"
219154_at,TMEM120B,transmembrane protein 120B
219155_at,PITPNC1,"phosphatidylinositol transfer protein, cytoplasmic 1"
219156_at,SYNJ2BP /// SYNJ2BP-COX16,synaptojanin 2 binding protein /// SYNJ2BP-COX16 readthrough
219157_at,KLHL2,kelch-like family member 2
219158_s_at,NAA15,"N(alpha)-acetyltransferase 15, NatA auxiliary subunit"
219159_s_at,SLAMF7,SLAM family member 7
219160_s_at,PAPOLG,poly(A) polymerase gamma
219161_s_at,CKLF /// CKLF-CMTM1,chemokine-like factor /// CKLF-CMTM1 readthrough
219162_s_at,MRPL11,mitochondrial ribosomal protein L11
219163_at,ZNF562,zinc finger protein 562
219164_s_at,ATG2B,autophagy related 2B
219165_at,PDLIM2,PDZ and LIM domain 2 (mystique)
219166_at,DNAAF2,"dynein, axonemal, assembly factor 2"
219167_at,RASL12,"RAS-like, family 12"
219168_s_at,PRR5,proline rich 5 (renal)
219169_s_at,TFB1M,"transcription factor B1, mitochondrial"
219170_at,FSD1,fibronectin type III and SPRY domain containing 1
219171_s_at,ZNF236,zinc finger protein 236
219172_at,UBTD1,ubiquitin domain containing 1
219173_at,MYO15B,myosin XVB pseudogene
219174_at,IFT74,intraflagellar transport 74 homolog (Chlamydomonas)
219175_s_at,SLC41A3,"solute carrier family 41, member 3"
219176_at,C2orf47,chromosome 2 open reading frame 47
219177_at,BRIX1,"BRX1, biogenesis of ribosomes, homolog (S. cerevisiae)"
219178_at,QTRTD1,queuine tRNA-ribosyltransferase domain containing 1
219179_at,DACT1,dishevelled-binding antagonist of beta-catenin 1
219180_s_at,PEX26,peroxisomal biogenesis factor 26
219181_at,LIPG,"lipase, endothelial"
219182_at,TMEM231,transmembrane protein 231
219183_s_at,CYTH4,cytohesin 4
219184_x_at,TIMM22,translocase of inner mitochondrial membrane 22 homolog (yeast)
219185_at,SIRT5,sirtuin 5
219186_at,ZBTB7A,zinc finger and BTB domain containing 7A
219187_at,FKBPL,FK506 binding protein like
219188_s_at,MACROD1,MACRO domain containing 1
219189_at,FBXL6,F-box and leucine-rich repeat protein 6
219190_s_at,AGO4,argonaute RISC catalytic component 4
219191_s_at,BIN2,bridging integrator 2
219192_at,UBAP2,ubiquitin associated protein 2
219193_at,WDR70,WD repeat domain 70
219194_at,SEMA4G,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G"
219195_at,PPARGC1A,"peroxisome proliferator-activated receptor gamma, coactivator 1 alpha"
219196_at,SCG3,secretogranin III
219197_s_at,SCUBE2,"signal peptide, CUB domain, EGF-like 2"
219198_at,GTF3C4,"general transcription factor IIIC, polypeptide 4, 90kDa"
219199_at,AFF4,"AF4/FMR2 family, member 4"
219200_at,FASTKD3,FAST kinase domains 3
219201_s_at,TWSG1,twisted gastrulation BMP signaling modulator 1
219202_at,RHBDF2,rhomboid 5 homolog 2 (Drosophila)
219203_at,EMC9,ER membrane protein complex subunit 9
219204_s_at,SRR,serine racemase
219205_at,SRR,serine racemase
219206_x_at,TMBIM4,transmembrane BAX inhibitor motif containing 4
219207_at,EDC3,enhancer of mRNA decapping 3
219208_at,FBXO11,F-box protein 11
219209_at,IFIH1,interferon induced with helicase C domain 1
219210_s_at,RAB8B,"RAB8B, member RAS oncogene family"
219211_at,USP18,ubiquitin specific peptidase 18
219212_at,HSPA14,heat shock 70kDa protein 14
219213_at,JAM2,junctional adhesion molecule 2
219214_s_at,NT5C,"5', 3'-nucleotidase, cytosolic"
219215_s_at,SLC39A4,"solute carrier family 39 (zinc transporter), member 4"
219216_at,ETAA1,Ewing tumor-associated antigen 1
219217_at,NARS2,"asparaginyl-tRNA synthetase 2, mitochondrial (putative)"
219218_at,BAHCC1,BAH domain and coiled-coil containing 1
219219_at,TMEM160,transmembrane protein 160
219220_x_at,MRPS22,mitochondrial ribosomal protein S22
219221_at,ZBTB38,zinc finger and BTB domain containing 38
219222_at,RBKS,ribokinase
219223_at,CACFD1,calcium channel flower domain containing 1
219224_x_at,ZNF408,zinc finger protein 408
219225_at,PGBD5,piggyBac transposable element derived 5
219226_at,CDK12,cyclin-dependent kinase 12
219227_at,CCNJL,cyclin J-like
219228_at,ZNF331,zinc finger protein 331
219229_at,SLCO3A1,"solute carrier organic anion transporter family, member 3A1"
219230_at,TMEM100,transmembrane protein 100
219231_at,TGS1,trimethylguanosine synthase 1
219232_s_at,EGLN3,egl-9 family hypoxia-inducible factor 3
219233_s_at,GSDMB,gasdermin B
219234_x_at,SCRN3,secernin 3
219235_s_at,PHACTR4,phosphatase and actin regulator 4
219236_at,PAQR6,progestin and adipoQ receptor family member VI
219237_s_at,DNAJB14,"DnaJ (Hsp40) homolog, subfamily B, member 14"
219238_at,PIGV,"phosphatidylinositol glycan anchor biosynthesis, class V"
219239_s_at,ZNF654,zinc finger protein 654
219240_s_at,C10orf88,chromosome 10 open reading frame 88
219241_x_at,SSH3,slingshot protein phosphatase 3
219242_at,CEP63,centrosomal protein 63kDa
219243_at,GIMAP4,"GTPase, IMAP family member 4"
219244_s_at,MRPL46,mitochondrial ribosomal protein L46
219245_s_at,OGFOD2,2-oxoglutarate and iron-dependent oxygenase domain containing 2
219246_s_at,OGFOD2,2-oxoglutarate and iron-dependent oxygenase domain containing 2
219247_s_at,ZDHHC14,"zinc finger, DHHC-type containing 14"
219248_at,THUMPD2,THUMP domain containing 2
219249_s_at,FKBP10,"FK506 binding protein 10, 65 kDa"
